,t1,t3,e2,best fitness
0,0.5826931886544966,0.47825077572902674,0.8989258609843124,0.0472402325420966
1,0.5826931886544966,0.47825077572902674,0.8989258609843124,0.0472402325420966
2,0.38112535327216646,0.3689030536011151,0.9505925840877248,0.04825495592320175
3,0.5826931886544966,0.47825077572902674,0.8989258609843124,0.0472402325420966
4,0.5826931886544966,0.47825077572902674,0.8989258609843124,0.0472402325420966
5,0.40828467037057475,0.47669666118099635,0.865235180467937,0.027119476810529758
6,0.47578163724025824,0.5192790624788091,0.9378773647287671,0.0051758935799652624
7,0.4156176204439024,0.4496731334087521,0.8485341448995789,0.0352086860654624
8,0.47578163724025824,0.5192790624788091,0.9378773647287671,0.0051758935799652624
9,0.5303982035135719,0.532433238966795,0.7626080105795832,0.01662987135617499
10,0.47578163724025824,0.5192790624788091,0.9378773647287671,0.0051758935799652624
11,0.47578163724025824,0.5192790624788091,0.9378773647287671,0.0051758935799652624
12,0.47578163724025824,0.5192790624788091,0.9378773647287671,0.0051758935799652624
13,0.4579903840554342,0.45491711936624885,0.9098426285419392,0.010558615062420297
14,0.45786193618563537,0.5332889178755867,0.9397348476011437,0.013048588969401156
15,0.4970692286036734,0.4813904856007614,0.9850989371782549,0.005818923409953381
16,0.4579903840554342,0.49731402987991935,0.9437193383802643,0.004963266379950149
17,0.48572773671947395,0.5231827942185102,0.8896217879350761,0.0032947084896243306
18,0.5069876368996321,0.5219506083033518,0.9080123798534423,0.0028262907860002653
19,0.48572773671947395,0.4833278044589041,0.8896217879350761,0.002363912615951283
20,0.5069876368996321,0.4879428520569973,0.9080123798534423,0.0007866604862362196
21,0.48572773671947395,0.4833278044589041,0.9470227567354834,0.002458999239078658
22,0.48701408220511705,0.49209065256977885,0.9292822087328764,0.0008583104760716995
23,0.5069876368996321,0.4879428520569973,0.9080123798534423,0.0007866604862362196
24,0.5011678576725429,0.5035150736211567,0.8837365009355859,0.00025010921651155346
25,0.5011678576725429,0.5035150736211567,0.8837365009355859,0.00025010921651155346
26,0.5011857142540813,0.4917450690438446,0.9155823870888506,0.00036225608584705823
27,0.5011678576725429,0.5035150736211567,0.8837365009355859,0.0002559106935487813
28,0.5027837186976976,0.49961575405177205,0.904549178075721,7.004046361100958e-05
29,0.5027837186976976,0.49961575405177205,0.904549178075721,7.004046361100958e-05
30,0.5027837186976976,0.49961575405177205,0.904549178075721,7.004046361100958e-05
31,0.5027837186976976,0.49961575405177205,0.904549178075721,7.004046361100958e-05
32,0.5069876368996321,0.49980465808128877,0.9007595436442419,0.0002153562996139259
33,0.5027837186976976,0.49961575405177205,0.904549178075721,7.004046361100958e-05
34,0.5011678576725429,0.5035150736211567,0.8962025494959998,4.46644087656505e-05
35,0.5027837186976976,0.49961575405177205,0.904549178075721,7.004046361100958e-05
36,0.5027837186976976,0.49961575405177205,0.904549178075721,9.986616024172373e-05
37,0.5011678576725429,0.5035150736211567,0.8962025494959998,4.46644087656505e-05
38,0.5011678576725429,0.5035150736211567,0.8962025494959998,5.124816956482209e-05
39,0.5011678576725429,0.5035150736211567,0.8962025494959998,4.46644087656505e-05
40,0.49912471856262813,0.5001771723715931,0.9076031647638887,5.462481486072017e-05
41,0.5011678576725429,0.5015697507628755,0.8962025494959998,1.4953814307491873e-05
42,0.4995302292579513,0.5006724991721075,0.9030396738400017,1.3175706589868753e-05
43,0.4969292996773592,0.49899240010613904,0.8990480946306076,4.751153057356706e-05
44,0.4995302292579513,0.5006724991721075,0.9030396738400017,1.3175706589868753e-05
45,0.4966882941112167,0.49980465808128877,0.9007595436442419,4.041394069978768e-05
46,0.4966882941112167,0.49980465808128877,0.903270027536872,3.811154959614431e-05
47,0.4995302292579513,0.5006724991721075,0.9030396738400017,1.3175706589868753e-05
