,t1,t3,e2,best fitness
0,0.3035774157609056,0.587932949541729,0.9065687285715458,0.10283941764879999
1,0.46969924985009287,0.5683566033525159,0.9482238711660256,0.03843279559936576
2,0.46969924985009287,0.5683566033525159,0.9482238711660256,0.03843279559936576
3,0.46969924985009287,0.5683566033525159,0.9482238711660256,0.03843279559936576
4,0.5993146829717724,0.5631358049554863,0.6892518781396428,0.07709891683630618
5,0.38876472275056234,0.42764135865110153,0.9065687285715458,0.03703215538993625
6,0.46969924985009287,0.5683566033525159,0.9482238711660256,0.03843279559936576
7,0.46969924985009287,0.5683566033525159,0.9482238711660256,0.03843279559936576
8,0.38876472275056234,0.42764135865110153,0.9065687285715458,0.03703215538993625
9,0.46969924985009287,0.4118416731933189,0.9482238711660256,0.01696748903382761
10,0.5162410536483513,0.32815844287216356,0.982654980493382,0.04022488425185773
11,0.46969924985009287,0.4118416731933189,0.9482238711660256,0.01696748903382761
12,0.49500997001770786,0.5555603625331236,0.9353203915952311,0.023656758844699557
13,0.46969924985009287,0.48255743689280506,0.9482238711660256,0.0033487948002042653
14,0.4679853225642477,0.5213355150232512,0.8673182558498458,0.007905910606553159
15,0.46969924985009287,0.48255743689280506,0.9482238711660256,0.0033487948002042653
16,0.5150676564312122,0.4605775733729664,0.9191450572984442,0.005937419945546333
17,0.49500997001770786,0.5061874161883914,0.8620887510994955,0.0017663387735922013
18,0.49500997001770786,0.5061874161883914,0.8620887510994955,0.0017663387735922013
19,0.49500997001770786,0.5061874161883914,0.8620887510994955,0.004291609197930193
20,0.49500997001770786,0.5061874161883914,0.8620887510994955,0.0018542628571608817
21,0.5036173004348613,0.513656714216649,0.9145752920751268,0.0014635960610118264
22,0.5194415159066231,0.48666252807127924,0.9065687285715458,0.003557127388595936
23,0.49500997001770786,0.5061874161883914,0.8620887510994955,0.0017663387735922013
24,0.49500997001770786,0.5061874161883914,0.8620887510994955,0.0017663387735922013
25,0.49369871246908814,0.4820606779924712,0.9453585694705471,0.0018288406140588814
26,0.5237451811151999,0.4985603771015867,0.8863297231336278,0.002360388225269107
27,0.5135025542547025,0.48666252807127924,0.9065687285715458,0.001563702718530644
28,0.49500997001770786,0.5061874161883914,0.8620887510994955,0.0023521999483523412
29,0.49500997001770786,0.5061874161883914,0.9218701509662335,0.0007953604045920908
30,0.5044175325718812,0.5064866996968529,0.8844679697847398,0.0002708810070290682
31,0.5036173004348613,0.49733502185078043,0.9145752920751268,0.00032251719124330296
32,0.4983713963731526,0.4994785556913552,0.9108775112942822,9.832895572824857e-05
33,0.4983713963731526,0.4994785556913552,0.9108775112942822,9.832895572824857e-05
34,0.4983713963731526,0.4994785556913552,0.9108775112942822,0.0001730228304767297
35,0.4983713963731526,0.4994785556913552,0.9108775112942822,0.00013027543815886982
36,0.4983713963731526,0.4994785556913552,0.9108775112942822,9.832895572824857e-05
37,0.5044175325718812,0.5064866996968529,0.8844679697847398,0.0002708810070290682
38,0.4983713963731526,0.4994785556913552,0.9108775112942822,9.832895572824857e-05
39,0.4944450509560526,0.49733502185078043,0.9039269640456375,0.000115995507149702
40,0.4944450509560526,0.49733502185078043,0.9039269640456375,0.000115995507149702
41,0.49632952087129123,0.49660777417205093,0.8957667585739132,0.0001577924296323879
42,0.5003858152800345,0.4994785556913552,0.9031843826699638,1.1515692816563648e-05
43,0.5003858152800345,0.4994785556913552,0.9031843826699638,1.1515692816563648e-05
44,0.5003858152800345,0.4994785556913552,0.9031843826699638,1.1515692816563648e-05
45,0.4980785678911165,0.5001492496208306,0.9014838138242843,1.3428456530479184e-05
46,0.5001392583276121,0.49615645826221555,0.9048054901601836,5.686920228151142e-05
47,0.5003858152800345,0.4994785556913552,0.9031843826699638,1.1515692816563648e-05
48,0.5003858152800345,0.4994785556913552,0.9031843826699638,1.1515692816563648e-05
49,0.5003858152800345,0.4994785556913552,0.9031843826699638,1.1515692816563648e-05
50,0.4980785678911165,0.5001492496208306,0.9012231943326283,1.337175567137988e-05
51,0.5003858152800345,0.4994785556913552,0.9031843826699638,5.436711945918135e-05
52,0.4980785678911165,0.5001492496208306,0.9012231943326283,1.4015009239469152e-05
53,0.4980785678911165,0.5001492496208306,0.9012231943326283,1.337175567137988e-05
54,0.5003858152800345,0.4994785556913552,0.9031843826699638,1.1515692816563648e-05
55,0.4980785678911165,0.5001492496208306,0.9012231943326283,1.5940511939711502e-05
56,0.5012951389066392,0.5015471044608097,0.8978142955338388,1.2075970424746425e-05
57,0.5003858152800345,0.4994785556913552,0.9031843826699638,1.1515692816563648e-05
58,0.4986648312325559,0.5001492496208306,0.9012231943326283,6.7488962086758955e-06
59,0.5003858152800345,0.4994785556913552,0.8992974619917273,2.3930533753668127e-06
60,0.4995730563542502,0.5001492496208306,0.900110924499516,8.102049970061206e-07
61,0.5003858152800345,0.4994785556913552,0.8992974619917273,2.3930533753668127e-06
62,0.4995730563542502,0.5001492496208306,0.900110924499516,8.102049970061206e-07
63,0.4993320870050948,0.4992190480323241,0.9000907503812277,3.971956424508271e-06
64,0.5003858152800345,0.4994785556913552,0.8992974619917273,2.3930533753668127e-06
65,0.4993320870050948,0.4992190480323241,0.9000907503812277,3.971956424508271e-06
66,0.4999829837250783,0.4996664576372065,0.9000954201343759,4.1136889635568325e-07
67,0.4999829837250783,0.4996772627585601,0.9000954201343759,3.8420864236352533e-07
68,0.4999829837250783,0.4996772627585601,0.9000954201343759,3.8420864236352533e-07
69,0.4999829837250783,0.4996772627585601,0.9000954201343759,1.7267141058484682e-06
70,0.49993584683125714,0.499954779262924,0.9002267402522586,4.1126199492889525e-08
71,0.4999829837250783,0.4996772627585601,0.9000954201343759,3.8420864236352533e-07
72,0.4999829837250783,0.4996772627585601,0.9000954201343759,3.8420864236352533e-07
73,0.49993584683125714,0.499954779262924,0.9002267402522586,1.5890827684959568e-07
74,0.5002019861153086,0.49968518352617985,0.9000907503812277,5.747007185770048e-07
75,0.49993584683125714,0.499954779262924,0.9002267402522586,4.1126199492889525e-08
76,0.4997896639311451,0.5001776056345068,0.9002997183047297,3.9363564184568155e-07
77,0.4999829837250783,0.4996772627585601,0.9000954201343759,3.8420864236352533e-07
78,0.49993584683125714,0.499954779262924,0.9002267402522586,6.886267129577566e-08
79,0.4999763226974159,0.49991474896830634,0.8997377647568937,1.433628356163622e-07
80,0.49993584683125714,0.499954779262924,0.9002267402522586,4.1126199492889525e-08
