,t1,t3,e1,e3,best fitness
0,0.5384439343352379,0.4451424646560219,0.7983328029224438,0.5083982498310688,0.00016890348715814152
1,0.37482451862266325,0.6631279300332712,0.9209092759876587,0.294543357014994,0.00031791698661581743
2,0.46638736061010866,0.5020218782201263,0.7002689612152085,0.8866968151068852,0.00010656587506282864
3,0.5638492511172342,0.44166062033638326,0.6457849814337882,0.9146935895243751,4.045081796012448e-05
4,0.5853374343615894,0.44166062033638326,0.6457849814337882,0.9146935895243751,3.237646168761184e-05
5,0.4819307250030702,0.5509971024126863,0.5003457955536796,0.8757263159364976,9.776814255150493e-05
6,0.29981458168833885,0.5524915154989913,0.5339412787374767,0.8394437921326566,0.0001912790679696844
7,0.3926165690786328,0.5731550306831388,0.8144881208860167,0.9339623747976077,2.234182287406128e-05
8,0.5853374343615894,0.44166062033638326,0.6457849814337882,0.9146935895243751,6.706204858680113e-05
9,0.4819307250030702,0.5509971024126863,0.5003457955536796,0.8757263159364976,9.776814255150493e-05
10,0.2872573322589873,0.5731550306831388,0.8144881208860167,0.9339623747976077,7.431955018068891e-06
11,0.4819307250030702,0.5509971024126863,0.7723165899458468,0.8757263159364976,5.995922584193837e-05
12,0.33787375971038264,0.6371454055101545,0.8772042935863922,0.5472876322615757,7.134018649810796e-05
13,0.4819307250030702,0.5509971024126863,0.7723165899458468,0.8757263159364976,5.995922584193837e-05
14,0.4819307250030702,0.5509971024126863,0.7723165899458468,0.8757263159364976,6.146102368307402e-05
15,0.5070343023800881,0.49386945519957803,0.7395395919115978,0.9692512422704531,7.846126308248878e-06
16,0.2872573322589873,0.5731550306831388,0.8144881208860167,0.9339623747976077,7.431955018068891e-06
17,0.5070343023800881,0.49386945519957803,0.7395395919115978,0.9692512422704531,7.846126308248878e-06
18,0.552608862278551,0.4223022129488782,0.930600105147161,0.7617873429661703,6.138840529986179e-06
19,0.554622675298012,0.4242784989480578,0.9281678876580279,0.9499517762956757,7.648904955079447e-06
20,0.39562203173415594,0.5565030329993725,0.9115590148458033,0.9350450739320416,1.7529756523516334e-06
21,0.2872573322589873,0.5731550306831388,0.8144881208860167,0.9339623747976077,7.431955018068891e-06
22,0.39562203173415594,0.5565030329993725,0.9115590148458033,0.9350450739320416,1.7529756523516334e-06
23,0.39562203173415594,0.5565030329993725,0.9115590148458033,0.9350450739320416,3.0646696736253226e-06
24,0.5070343023800881,0.49386945519957803,0.7395395919115978,0.9692512422704531,7.846126308248878e-06
25,0.552608862278551,0.4223022129488782,0.930600105147161,0.7617873429661703,6.138840529986179e-06
26,0.39562203173415594,0.5565030329993725,0.9115590148458033,0.9350450739320416,1.7529756523516334e-06
27,0.5844757369936696,0.39402556784445986,0.7983328029224438,0.822089861338912,2.2161101494967274e-05
28,0.39562203173415594,0.5565030329993725,0.9115590148458033,0.9350450739320416,1.7529756523516334e-06
29,0.39562203173415594,0.5565030329993725,0.9115590148458033,0.9350450739320416,1.7529756523516334e-06
30,0.552608862278551,0.4223022129488782,0.930600105147161,0.7617873429661703,6.138840529986179e-06
31,0.2872573322589873,0.5731550306831388,0.8144881208860167,0.9339623747976077,7.431955018068891e-06
32,0.5906883722900446,0.2105561674498933,0.9206455754448004,0.9499201182453743,2.5020265398055476e-06
33,0.552608862278551,0.4223022129488782,0.930600105147161,0.7617873429661703,6.138840529986179e-06
34,0.5070343023800881,0.49386945519957803,0.7395395919115978,0.9692512422704531,7.846126308248878e-06
35,0.2608678219385738,0.573344850507185,0.77650320505417,0.9049529012295014,2.4438132005358883e-05
36,0.2872573322589873,0.5731550306831388,0.8144881208860167,0.9339623747976077,7.431955018068891e-06
37,0.5711991846457558,0.40584967025506097,0.8097061996820516,0.9137889411740079,2.937170403727504e-06
38,0.554622675298012,0.4242784989480578,0.9281678876580279,0.9499517762956757,7.648904955079447e-06
39,0.340150349897182,0.5708879592189829,0.9281678876580279,0.9499517762956757,3.326301590500288e-06
40,0.39562203173415594,0.5565030329993725,0.9115590148458033,0.9350450739320416,1.7529756523516334e-06
41,0.610396227881687,0.29642090304755586,0.767258637546145,0.9892835587921293,2.5821703158389303e-06
42,0.340150349897182,0.5708879592189829,0.9281678876580279,0.9499517762956757,5.056425203858864e-06
43,0.39562203173415594,0.5565030329993725,0.9115590148458033,0.9350450739320416,1.7529756523516334e-06
44,0.610396227881687,0.29642090304755586,0.767258637546145,0.9892835587921293,2.5821703158389303e-06
45,0.5711991846457558,0.40584967025506097,0.8097061996820516,0.9137889411740079,2.937170403727504e-06
46,0.552608862278551,0.4223022129488782,0.8946677725326917,0.9347038539875292,4.3094169105272607e-07
47,0.5844757369936696,0.374086440108049,0.8070998549774445,0.9545533214332818,1.117021346347844e-06
48,0.39562203173415594,0.5565030329993725,0.9115590148458033,0.9350450739320416,1.7529756523516334e-06
49,0.39562203173415594,0.5565030329993725,0.9115590148458033,0.9350450739320416,2.109120213164672e-06
50,0.552608862278551,0.4223022129488782,0.8946677725326917,0.9347038539875292,4.3937715386764973e-07
51,0.552608862278551,0.4223022129488782,0.8946677725326917,0.9106127792758154,2.9039228534215924e-08
52,0.3659404405438557,0.5657224536567222,0.8346208735251874,0.9649023740799907,5.042560187914079e-07
53,0.3659404405438557,0.5657224536567222,0.8346208735251874,0.9649023740799907,5.042560187914079e-07
54,0.508015357815948,0.4892070232508113,0.8948026616713146,0.9499517762956757,1.0438257625322481e-06
55,0.5844757369936696,0.374086440108049,0.8070998549774445,0.9545533214332818,1.117021346347844e-06
56,0.508015357815948,0.4892070232508113,0.8948026616713146,0.9499517762956757,1.0438257625322481e-06
57,0.3659404405438557,0.5657224536567222,0.8346208735251874,0.9649023740799907,5.042560187914079e-07
58,0.508015357815948,0.4892070232508113,0.8948026616713146,0.9499517762956757,1.0438257625322481e-06
59,0.552608862278551,0.4223022129488782,0.8946677725326917,0.9106127792758154,2.9039228534215924e-08
60,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.9958377152988269,2.6951032512138273e-07
