,t1,t3,e1,e3,best fitness
61,0.3659404405438557,0.5657224536567222,0.8346208735251874,0.9649023740799907,5.042560187914079e-07
62,0.552608862278551,0.4223022129488782,0.8946677725326917,0.9106127792758154,2.9039228534215924e-08
63,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.98819139200543,1.1116344143672788e-07
64,0.49673305176073024,0.5088519383225681,0.994214028099245,0.7602059061046207,1.0373666063306522e-06
65,0.552608862278551,0.4223022129488782,0.8946677725326917,0.9106127792758154,2.9039228534215924e-08
66,0.3184855901300281,0.5731550306831388,0.8144881208860167,0.9774534210120476,7.627965592304184e-07
67,0.3659404405438557,0.5657224536567222,0.8346208735251874,0.9649023740799907,7.651237793597314e-07
68,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.98819139200543,1.1116344143672788e-07
69,0.552608862278551,0.4223022129488782,0.8946677725326917,0.9106127792758154,2.9039228534215924e-08
70,0.5440349797399611,0.4451424646560219,0.9191022943233949,0.9023555835092819,2.4709385397383566e-06
71,0.49673305176073024,0.5088519383225681,0.994214028099245,0.7602059061046207,1.0373666063306522e-06
72,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.98819139200543,3.4489149560022897e-07
73,0.508015357815948,0.4892070232508113,0.8948026616713146,0.9023555835092819,3.4962466276808217e-07
74,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.98819139200543,1.1116344143672788e-07
75,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.98819139200543,1.1116344143672788e-07
76,0.508015357815948,0.4892070232508113,0.8948026616713146,0.9023555835092819,3.4962466276808217e-07
77,0.5781897860476096,0.3781396884895145,0.8262463130622453,0.9437343368337479,4.6076808334273817e-07
78,0.552608862278551,0.4223022129488782,0.8946677725326917,0.9106127792758154,2.9039228534215924e-08
79,0.508015357815948,0.4892070232508113,0.8948026616713146,0.910295446749485,2.1900264458955412e-07
80,0.5781897860476096,0.35665123453459724,0.860402382981313,0.9437343368337479,4.0338724541065907e-07
81,0.5078837683001285,0.4912187626573385,0.920993312733579,0.8647155914265324,1.7354315914666225e-07
82,0.5078837683001285,0.4912187626573385,0.920993312733579,0.8647155914265324,1.7354315914666225e-07
83,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.98819139200543,1.1116344143672788e-07
84,0.5781897860476096,0.35665123453459724,0.860402382981313,0.9437343368337479,4.0338724541065907e-07
85,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.98819139200543,1.1116344143672788e-07
86,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.98819139200543,1.1116344143672788e-07
87,0.5078837683001285,0.4912187626573385,0.920993312733579,0.8647155914265324,1.7354315914666225e-07
88,0.552608862278551,0.4223022129488782,0.8946677725326917,0.9106127792758154,2.9039228534215924e-08
89,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.9772264548525162,7.211210331288633e-09
90,0.5078837683001285,0.4912187626573385,0.920993312733579,0.8647155914265324,1.7354315914666225e-07
91,0.5078837683001285,0.4912187626573385,0.920993312733579,0.8647155914265324,1.7354315914666225e-07
92,0.552608862278551,0.4223022129488782,0.8946677725326917,0.9106127792758154,2.9039228534215924e-08
93,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.9772264548525162,7.211210331288633e-09
94,0.5334508254559104,0.46006263894059596,0.891029389014341,0.9221539173023676,4.11947794557435e-07
95,0.552608862278551,0.4223022129488782,0.8946677725326917,0.9069006103314956,1.990022561451856e-08
96,0.38851928798484403,0.5554580765546766,0.8119911330573912,0.9791858177791646,1.0066446267799552e-07
97,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.9772264548525162,7.211210331288633e-09
98,0.5781897860476096,0.35665123453459724,0.860402382981313,0.9437343368337479,4.0338724541065907e-07
99,0.6010428377475725,0.26707235372821775,0.8240053486660166,0.9772264548525162,7.211210331288633e-09
