,第0次实验,第1次实验,第2次实验
35,0.49959650248813714,0.5013283888998611,0.5006597405982662
36,0.49959650248813714,0.5000675045980534,0.49939331316425783
37,0.49959650248813714,0.49922822129413374,0.5006597405982662
38,0.49959650248813714,0.49922822129413374,0.49939331316425783
39,0.4999503772033665,0.49912089313618124,0.49939331316425783
40,0.50015699214297,0.5000675045980534,0.5006018182942117
41,0.49989772731796683,0.5000675045980534,0.5003538550791005
42,0.49989772731796683,0.49912089313618124,0.5002102163862935
43,0.49989772731796683,0.5000675045980534,0.49991820866242054
44,0.500066793388511,0.5000675045980534,0.49991820866242054
45,0.500066793388511,0.4996815512881317,0.5000975336684219
46,0.500066793388511,0.4996815512881317,0.49991820866242054
47,0.4999307685102791,0.49990055690813145,0.500035680934733
48,0.4999980633407075,0.49990055690813145,0.49991820866242054
49,0.4999980633407075,0.4999783004859825,0.500035680934733
50,0.4999980633407075,0.4996815512881317,0.49999238590998063
51,0.49996200166737303,0.4996815512881317,0.500035680934733
52,0.4999980633407075,0.49990055690813145,0.49999238590998063
53,0.5000390491021987,0.49990055690813145,0.49999238590998063
54,0.4999980633407075,0.5001074302608601,0.5000140334223568
55,0.4999980633407075,0.4996815512881317,0.5000277867605964
56,0.4999980633407075,0.49990055690813145,0.5000140334223568
57,0.4999980633407075,0.5000338162560153,0.5000140334223568
58,0.4999980633407075,0.5000338162560153,0.5000140334223568
59,0.4999980633407075,0.49990055690813145,0.49998525918273584
60,0.4999980633407075,0.4999758309668637,0.49998525918273584
61,0.4999980633407075,0.5000338162560153,0.5000043831353759
62,0.4999980633407075,0.5000338162560153,0.5000140334223568
63,0.4999980633407075,0.4999758309668637,0.5000043831353759
64,0.4999993905846366,0.4999758309668637,0.5000043831353759
65,0.4999993905846366,0.5000338162560153,0.5000043831353759
66,0.4999980633407075,0.49999121250040246,0.5000043831353759
67,0.5000027188907576,0.49997353361728636,0.49999822357530144
68,0.5000027188907576,0.49999121250040246,0.49999822357530144
69,0.4999993905846366,0.5000198798804026,0.4999915290321908
70,0.4999993905846366,0.5000338162560153,0.5000000452205641
71,0.49999945351758146,0.4999975324070197,0.5000032096661687
72,0.499998661071864,0.4999963553588769,0.5000032096661687
73,0.5000004592884613,0.5000170503172242,0.4999995579918854
74,0.5000008783065183,0.4999975324070197,0.5000032096661687
75,0.5000008783065183,0.4999963553588769,0.5000032096661687
76,0.5000004592884613,0.49999121250040246,0.49999822357530144
77,0.5000004592884613,0.4999963553588769,0.5000018919994188
78,0.49999921443536965,0.5000016760458209,0.4999992617852571
79,0.5000004592884613,0.5000016760458209,0.4999992617852571
80,0.5000004592884613,0.49999121250040246,0.49999846087711364
81,0.4999998908467016,0.5000016760458209,0.49999846087711364
82,0.49999992557413864,0.5000016760458209,0.49999846087711364
83,0.4999998908467016,0.5000016760458209,0.49999846087711364
84,0.49999992557413864,0.4999994687374595,0.5000006770485607
85,0.49999990045243675,0.4999994687374595,0.49999950281734906
86,0.4999998908467016,0.4999994687374595,0.4999998817472401
87,0.500000032919883,0.4999999489245801,0.4999998817472401
88,0.49999992557413864,0.5000001817795747,0.49999950281734906
89,0.49999992557413864,0.4999999489245801,0.4999998817472401
90,0.4999998908467016,0.4999999489245801,0.5000004201804347
91,0.5000000197161044,0.4999999489245801,0.4999998817472401
92,0.5000000197161044,0.5000001817795747,0.4999998817472401
93,0.5000000048851522,0.4999989103649906,0.4999998817472401
94,0.5000000048851522,0.4999999489245801,0.4999998817472401
95,0.5000000048851522,0.4999999489245801,0.5000000452205641
96,0.5000000197161044,0.49999920095488876,0.4999998817472401
97,0.5000000048851522,0.4999999489245801,0.5000000452205641
98,0.49999998471085955,0.49999920095488876,0.4999996125306428
99,0.500000022659555,0.4999997506917613,0.4999999635340092
