,第0次实验,第1次实验,第2次实验
0,0.3355588943955823,0.4360478140716447,0.5226907191122502
1,0.4337182996376805,0.5354361249759992,0.5226907191122502
2,0.441312983903252,0.544781584333763,0.5226907191122502
3,0.441312983903252,0.4605342988078821,0.5226907191122502
4,0.441312983903252,0.4771244517424826,0.5226907191122502
5,0.441312983903252,0.4771244517424826,0.5220844024018518
6,0.4980921573194853,0.4771244517424826,0.5220844024018518
7,0.4980921573194853,0.544781584333763,0.5220844024018518
8,0.4980921573194853,0.4771244517424826,0.5220844024018518
9,0.5093770867503193,0.4771244517424826,0.5164799528593824
10,0.5140634543004259,0.4771244517424826,0.48967209575272447
11,0.4980921573194853,0.4771244517424826,0.5226907191122502
12,0.4955044637759194,0.5043716661395667,0.5226907191122502
13,0.4955044637759194,0.5244818060471377,0.5164799528593824
14,0.4955044637759194,0.5217060749266604,0.5220844024018518
15,0.4955044637759194,0.5354361249759992,0.5050237293367459
16,0.4955044637759194,0.5217060749266604,0.4902378958848139
17,0.4955044637759194,0.5040400255282599,0.4902378958848139
18,0.4955044637759194,0.5067105330934414,0.4902378958848139
19,0.4955044637759194,0.5040400255282599,0.49133576946988583
20,0.5107387664714056,0.5040400255282599,0.5102770918133219
21,0.4955044637759194,0.4965993200854555,0.5080769020236209
22,0.4942799736172552,0.5040400255282599,0.5080769020236209
23,0.5048778931054234,0.4965993200854555,0.5030916474743923
24,0.5048778931054234,0.4965993200854555,0.5030916474743923
25,0.5048778931054234,0.5040400255282599,0.5030916474743923
26,0.5048778931054234,0.4998885331890591,0.5030916474743923
27,0.5013940352729428,0.4965993200854555,0.5047630170252192
28,0.5013940352729428,0.4965993200854555,0.5047630170252192
29,0.4942799736172552,0.4965993200854555,0.5047630170252192
30,0.5004973009803375,0.4965993200854555,0.49855620337575507
31,0.5013940352729428,0.4972105838025703,0.49855620337575507
32,0.4980921573194853,0.4972105838025703,0.49855620337575507
33,0.5013940352729428,0.4972105838025703,0.49855620337575507
34,0.49982297053323016,0.4965993200854555,0.5055478375867091
35,0.5003404545681831,0.4991501162499175,0.5013454362154373
36,0.5003404545681831,0.5008759363421073,0.49855620337575507
37,0.5012406890012644,0.4991501162499175,0.49855620337575507
38,0.49982297053323016,0.4998885331890591,0.5013454362154373
