,t1,t3,best fitness
0,0.351816594484632,0.5297800628893982,0.04110144054827475
1,0.351816594484632,0.5297800628893982,0.04110144054827475
2,0.351816594484632,0.5297800628893982,0.04110144054827475
3,0.47103606143770993,0.5151225656258024,0.003966568742943003
4,0.4893223194107405,0.36536507523660844,0.03263981741736057
5,0.47103606143770993,0.5151225656258024,0.003966568742943003
6,0.47103606143770993,0.5151225656258024,0.003966568742943003
7,0.47103606143770993,0.5151225656258024,0.003966568742943003
8,0.5395742005954346,0.396204295374326,0.03204481904169952
9,0.47103606143770993,0.49012774601739156,0.003176676031742106
10,0.4731308107484433,0.45673032283812165,0.008138424164486766
11,0.4893223194107405,0.4893188724100364,0.0008449005734136528
12,0.48323159117037784,0.4977999985808371,0.0010434320060756757
13,0.48323159117037784,0.4977999985808371,0.0021701311540772063
14,0.4893223194107405,0.4893188724100364,0.004195337079656735
15,0.4893223194107405,0.4893188724100364,0.0008449005734136528
16,0.48323159117037784,0.4977999985808371,0.0026791799762058066
17,0.4893223194107405,0.4893188724100364,0.0008449005734136528
18,0.4893223194107405,0.4893188724100364,0.0008449005734136528
19,0.47103606143770993,0.49012774601739156,0.003176676031742106
20,0.4893223194107405,0.4893188724100364,0.0008449005734136528
21,0.48323159117037784,0.4977999985808371,0.0010434320060756757
22,0.5100195855596292,0.5045255906599472,0.0005077343853334899
23,0.49095212232782776,0.4972792864715627,0.0003390411303837755
24,0.5100195855596292,0.5045255906599472,0.0005077343853334899
25,0.49095212232782776,0.4972792864715627,0.0003390411303837755
26,0.48955383174645806,0.49239455438386254,0.0006238089428800435
27,0.49095212232782776,0.4972792864715627,0.0003780819389304567
28,0.5011334148795062,0.5016555876917269,1.607249068991857e-05
29,0.5011334148795062,0.5016555876917269,1.607249068991857e-05
30,0.5011334148795062,0.5016555876917269,1.607249068991857e-05
31,0.49095212232782776,0.4972792864715627,0.0005077343853334899
32,0.5011334148795062,0.5016555876917269,1.607249068991857e-05
33,0.5011334148795062,0.5016555876917269,1.607249068991857e-05
34,0.5011334148795062,0.5016555876917269,1.607249068991857e-05
35,0.5011334148795062,0.5016555876917269,1.607249068991857e-05
36,0.49531044143067815,0.4974128252618595,0.0001109379846063674
37,0.5021956307648201,0.503827614450059,7.880118351504418e-05
38,0.5003149854724332,0.4974128252618595,2.7325266251369666e-05
39,0.49993562023222915,0.5000107205153297,1.7430867462499755e-08
40,0.49993562023222915,0.5000107205153297,1.7430867462499755e-08
41,0.49993562023222915,0.5000107205153297,1.7430867462499755e-08
42,0.49993562023222915,0.5000107205153297,1.7430867462499755e-08
43,0.5003149854724332,0.4974128252618595,2.7325266251369666e-05
44,0.4983624595825323,0.49943502939817463,1.1867389007511211e-05
45,0.49993562023222915,0.5000107205153297,1.7430867462499755e-08
46,0.5011334148795062,0.5016555876917269,1.607249068991857e-05
47,0.4983624595825323,0.49943502939817463,1.1867389007511211e-05
48,0.4983624595825323,0.49957928343501246,1.13438631116469e-05
49,0.4983624595825323,0.49957928343501246,1.13438631116469e-05
50,0.4983624595825323,0.49957928343501246,1.13438631116469e-05
51,0.4983624595825323,0.49957928343501246,1.13438631116469e-05
52,0.5009557270142595,0.5009962375550278,7.572063472252168e-06
53,0.49993562023222915,0.5000107205153297,1.7430867462499755e-08
54,0.49993562023222915,0.5000107205153297,1.7430867462499755e-08
55,0.49993562023222915,0.5000107205153297,1.7430867462499755e-08
56,0.49993562023222915,0.5000107205153297,1.2620688944849263e-06
