,t1,t3,best fitness
0,0.50430425834259,0.3575901201234657,0.03473756446035889
1,0.50430425834259,0.3575901201234657,0.03473756446035889
2,0.47297932560955,0.3678272745068508,0.03374590911300136
3,0.5487116773926307,0.512688556301182,0.01340906242688798
4,0.5487116773926307,0.512688556301182,0.01340906242688798
5,0.4216304054028672,0.5405337686926489,0.02459994043805196
6,0.509647960331246,0.5060130325390234,0.0005391417312589332
7,0.509647960331246,0.5060130325390234,0.0005391417312589332
8,0.509647960331246,0.5060130325390234,0.004001453305186382
9,0.49720261224067297,0.49435644637102333,0.00015283264134809845
10,0.49720261224067297,0.49435644637102333,0.00015283264134809845
11,0.49720261224067297,0.49435644637102333,0.00015283264134809845
12,0.50430425834259,0.5006316568432083,7.817871975885322e-05
13,0.50430425834259,0.5006316568432083,7.817871975885322e-05
14,0.50430425834259,0.5006316568432083,7.817871975885322e-05
15,0.50430425834259,0.5006316568432083,7.817871975885322e-05
16,0.49720261224067297,0.49435644637102333,0.00015283264134809845
17,0.49720261224067297,0.4983592704448831,4.106263735196989e-05
18,0.49720261224067297,0.4983592704448831,4.106263735196989e-05
19,0.50430425834259,0.5006316568432083,7.817871975885322e-05
20,0.49720261224067297,0.4983592704448831,4.106263735196989e-05
21,0.4970672383371179,0.49963492984582347,3.4606323112881794e-05
22,0.5026306211084198,0.49963492984582347,2.9280997344307778e-05
23,0.5026306211084198,0.49963492984582347,2.9280997344307778e-05
24,0.5026306211084198,0.49963492984582347,2.9280997344307778e-05
25,0.5026306211084198,0.49963492984582347,3.3928128388875836e-05
26,0.49972426631544514,0.4990315088410716,4.0347735829869035e-06
27,0.5018146851935744,0.5008549360866064,1.615230217650803e-05
28,0.49972426631544514,0.4990315088410716,4.0347735829869035e-06
29,0.499758466676981,0.5001508320548057,3.3674562076827835e-07
30,0.499758466676981,0.5001508320548057,3.3674562076827835e-07
31,0.499758466676981,0.5001508320548057,5.960148777689332e-06
32,0.49972426631544514,0.4990315088410716,7.544833758640115e-06
