,t1,t3,best fitness
0,0.46420388674465074,0.4534160464124606,0.010553877278628287
1,0.5535916333312109,0.4744524182900306,0.018620040443954284
2,0.5535916333312109,0.4744524182900306,0.018620040443954284
3,0.46420388674465074,0.4534160464124606,0.010553877278628287
4,0.537990967992271,0.516803344013932,0.008449355042419185
5,0.46420388674465074,0.4988867682574448,0.004187410047367712
6,0.46420388674465074,0.4988867682574448,0.004187410047367712
7,0.537990967992271,0.516803344013932,0.008449355042419185
8,0.46420388674465074,0.4988867682574448,0.004187410047367712
9,0.46420388674465074,0.4988867682574448,0.004187410047367712
10,0.4957272874099,0.5008475621206748,7.59225566029702e-05
11,0.4957272874099,0.5008475621206748,7.59225566029702e-05
12,0.4957272874099,0.5008475621206748,7.59225566029702e-05
13,0.507229308741943,0.49631345872485155,0.0002812962664464108
14,0.49502993310126975,0.49631345872485155,0.00014736668319750325
15,0.4957272874099,0.5008475621206748,7.59225566029702e-05
16,0.49502993310126975,0.49631345872485155,0.00014736668319750325
17,0.4957272874099,0.5008475621206748,7.59225566029702e-05
18,0.4957272874099,0.5008475621206748,7.59225566029702e-05
19,0.5006147525428877,0.49961839388830837,2.1800813872267897e-06
20,0.49502993310126975,0.49631345872485155,0.00014736668319750325
21,0.4957272874099,0.5008475621206748,7.59225566029702e-05
22,0.5006147525428877,0.49961839388830837,2.1800813872267897e-06
23,0.5004956059766822,0.4989980235543868,5.157589846642404e-06
24,0.5006147525428877,0.49961839388830837,2.1800813872267897e-06
25,0.5006147525428877,0.49961839388830837,2.1800813872267897e-06
26,0.5009606635269962,0.4996014289568689,4.493549884092671e-06
27,0.5027267172191108,0.5010851515048697,3.483071500864566e-05
28,0.4994392214413701,0.5006233954050867,2.9310476455429527e-06
29,0.4994392214413701,0.5006233954050867,2.9310476455429527e-06
30,0.5006147525428877,0.49961839388830837,2.1800813872267897e-06
31,0.4999357248195391,0.5006233954050867,1.6085601983206223e-06
32,0.4999357248195391,0.5006233954050867,1.6085601983206223e-06
33,0.5006147525428877,0.49961839388830837,2.1800813872267897e-06
34,0.5004956059766822,0.49929846613000817,3.064274977253855e-06
35,0.5006147525428877,0.49961839388830837,2.1800813872267897e-06
36,0.4999357248195391,0.5006233954050867,1.6085601983206223e-06
37,0.4999357248195391,0.5006233954050867,1.6085601983206223e-06
38,0.4999259000794932,0.5001755747723229,1.5033982914482185e-07
39,0.4999357248195391,0.5006233954050867,1.6085601983206223e-06
40,0.4999357248195391,0.5006233954050867,1.6085601983206223e-06
41,0.5004956059766822,0.4998368140831438,1.1253704692029918e-06
42,0.4999259000794932,0.5001755747723229,1.5033982914482185e-07
43,0.5001888152825651,0.49997313790310594,1.4888038416259534e-07
44,0.5001888152825651,0.49997313790310594,1.4888038416259534e-07
45,0.4999293648997133,0.49997313790310594,2.2755347857567578e-08
46,0.49997115359205624,0.4998331410856795,1.152097388798565e-07
47,0.4999293648997133,0.49997313790310594,2.2755347857567578e-08
48,0.4999293648997133,0.49997313790310594,2.2755347857567578e-08
49,0.4999293648997133,0.49997313790310594,2.2755347857567578e-08
50,0.5000244086813972,0.499985019097685,3.4084821313869833e-09
51,0.4999293648997133,0.49997313790310594,2.2755347857567578e-08
52,0.5000244086813972,0.499985019097685,3.4084821313869833e-09
53,0.5000244086813972,0.499985019097685,3.4084821313869833e-09
54,0.5000244086813972,0.499985019097685,3.4084821313869833e-09
55,0.5000244086813972,0.499985019097685,3.4084821313869833e-09
56,0.4999662412220333,0.49998948154468736,2.3654958117721928e-08
57,0.5000244086813972,0.499985019097685,3.4084821313869833e-09
58,0.5000244086813972,0.499985019097685,3.4084821313869833e-09
59,0.499952839256389,0.49998517530582287,9.763628411156203e-09
60,0.499975743569265,0.4999527063788094,1.1212811161073711e-08
61,0.5000018311909575,0.499985019097685,9.30296849642573e-10
62,0.5000216629419392,0.5000073364766611,2.088652898401738e-09
63,0.4999980580584429,0.5000039414215849,8.001575017035033e-11
64,0.49999818522456907,0.49999984929604147,1.3398384363528463e-11
65,0.4999980580584429,0.5000039414215849,8.001575017035033e-11
66,0.49999818522456907,0.49999984929604147,1.3398384363528463e-11
